"","tool","run","parameter","moment","value"
"166","nm7",4,"OMEGA1.1","se",NA
"167","nm7",4,"OMEGA2.1","estimate","0"
"168","nm7",4,"OMEGA2.1","prse",NA
"169","nm7",4,"OMEGA2.1","se",NA
"170","nm7",4,"OMEGA2.2","estimate","0.150136"
"171","nm7",4,"OMEGA2.2","prse",NA
"172","nm7",4,"OMEGA2.2","se",NA
"173","nm7",4,"OMEGA3.1","estimate","0"
"174","nm7",4,"OMEGA3.1","prse",NA
"175","nm7",4,"OMEGA3.1","se",NA
"176","nm7",4,"OMEGA3.2","estimate","0"
"177","nm7",4,"OMEGA3.2","prse",NA
"178","nm7",4,"OMEGA3.2","se",NA
"179","nm7",4,"OMEGA3.3","estimate","0.106372"
"180","nm7",4,"OMEGA3.3","prse",NA
"181","nm7",4,"OMEGA3.3","se",NA
"182","nm7",4,"SIGMA1.1","estimate","0.0708416"
"183","nm7",4,"SIGMA1.1","prse",NA
"184","nm7",4,"SIGMA1.1","se",NA
"185","nm7",4,"cov","status","0"
"186","nm7",4,"prob","text","4 phase1 2 CMT like 1004 but diff. initial on V3"
"187","nm7",4,"min","status","0"
"188","nm7",4,"data","filename","../data/4.csv"
"189","nm7",5,"ofv","minimum","2711.08262958392"
"190","nm7",5,"THETA1","estimate","8.88781"
"191","nm7",5,"THETA1","prse",NA
"192","nm7",5,"THETA1","se",NA
"193","nm7",5,"THETA2","estimate","23.1398"
"194","nm7",5,"THETA2","prse",NA
"195","nm7",5,"THETA2","se",NA
"196","nm7",5,"THETA3","estimate","0.0760371"
"197","nm7",5,"THETA3","prse",NA
"198","nm7",5,"THETA3","se",NA
"199","nm7",5,"THETA4","estimate","4.81482"
"200","nm7",5,"THETA4","prse",NA
"201","nm7",5,"THETA4","se",NA
"202","nm7",5,"THETA5","estimate","96.2784"
"203","nm7",5,"THETA5","prse",NA
"204","nm7",5,"THETA5","se",NA
"205","nm7",5,"THETA6","estimate","0.900391"
"206","nm7",5,"THETA6","prse",NA
"207","nm7",5,"THETA6","se",NA
"208","nm7",5,"THETA7","estimate","1.42585"
"209","nm7",5,"THETA7","prse",NA
"210","nm7",5,"THETA7","se",NA
"211","nm7",5,"OMEGA1.1","estimate","0.184524"
"212","nm7",5,"OMEGA1.1","prse",NA
"213","nm7",5,"OMEGA1.1","se",NA
"214","nm7",5,"OMEGA2.1","estimate","0"
"215","nm7",5,"OMEGA2.1","prse",NA
"216","nm7",5,"OMEGA2.1","se",NA
"217","nm7",5,"OMEGA2.2","estimate","0.154792"
"218","nm7",5,"OMEGA2.2","prse",NA
"219","nm7",5,"OMEGA2.2","se",NA
"220","nm7",5,"OMEGA3.1","estimate","0"
"221","nm7",5,"OMEGA3.1","prse",NA
"222","nm7",5,"OMEGA3.1","se",NA
"223","nm7",5,"OMEGA3.2","estimate","0"
"224","nm7",5,"OMEGA3.2","prse",NA
"225","nm7",5,"OMEGA3.2","se",NA
"226","nm7",5,"OMEGA3.3","estimate","0.112138"
"227","nm7",5,"OMEGA3.3","prse",NA
"228","nm7",5,"OMEGA3.3","se",NA
"229","nm7",5,"SIGMA1.1","estimate","0.0566043"
"230","nm7",5,"SIGMA1.1","prse",NA
"231","nm7",5,"SIGMA1.1","se",NA
"232","nm7",5,"cov","status","0"
"233","nm7",5,"prob","text","5 phase1 2 CMT like 1004 but diff. initial on V3"
"234","nm7",5,"min","status","0"
"235","nm7",5,"data","filename","../data/5.csv"
"236","nm7",6,"ofv","minimum","2463.36747158687"
"237","nm7",6,"THETA1","estimate","7.68465"
"238","nm7",6,"THETA1","prse",NA
"239","nm7",6,"THETA1","se",NA
"240","nm7",6,"THETA2","estimate","20.0061"
"241","nm7",6,"THETA2","prse",NA
"242","nm7",6,"THETA2","se",NA
"243","nm7",6,"THETA3","estimate","0.0697618"
"244","nm7",6,"THETA3","prse",NA
"245","nm7",6,"THETA3","se",NA
"246","nm7",6,"THETA4","estimate","3.53363"
"247","nm7",6,"THETA4","prse",NA
"248","nm7",6,"THETA4","se",NA
"249","nm7",6,"THETA5","estimate","104.526"
"250","nm7",6,"THETA5","prse",NA
"251","nm7",6,"THETA5","se",NA
"252","nm7",6,"THETA6","estimate","1.07168"
"253","nm7",6,"THETA6","prse",NA
"254","nm7",6,"THETA6","se",NA
"255","nm7",6,"THETA7","estimate","2.05066"
"256","nm7",6,"THETA7","prse",NA
"257","nm7",6,"THETA7","se",NA
"258","nm7",6,"OMEGA1.1","estimate","0.247682"
"259","nm7",6,"OMEGA1.1","prse",NA
"260","nm7",6,"OMEGA1.1","se",NA
"261","nm7",6,"OMEGA2.1","estimate","0"
"262","nm7",6,"OMEGA2.1","prse",NA
"263","nm7",6,"OMEGA2.1","se",NA
"264","nm7",6,"OMEGA2.2","estimate","0.151065"
"265","nm7",6,"OMEGA2.2","prse",NA
"266","nm7",6,"OMEGA2.2","se",NA
"267","nm7",6,"OMEGA3.1","estimate","0"
"268","nm7",6,"OMEGA3.1","prse",NA
"269","nm7",6,"OMEGA3.1","se",NA
"270","nm7",6,"OMEGA3.2","estimate","0"
"271","nm7",6,"OMEGA3.2","prse",NA
"272","nm7",6,"OMEGA3.2","se",NA
"273","nm7",6,"OMEGA3.3","estimate","0.0798619"
"274","nm7",6,"OMEGA3.3","prse",NA
"275","nm7",6,"OMEGA3.3","se",NA
"276","nm7",6,"SIGMA1.1","estimate","0.0678086"
"277","nm7",6,"SIGMA1.1","prse",NA
"278","nm7",6,"SIGMA1.1","se",NA
"279","nm7",6,"cov","status","0"
"280","nm7",6,"prob","text","6 phase1 2 CMT like 1004 but diff. initial on V3"
"281","nm7",6,"min","status","0"
"282","nm7",6,"data","filename","../data/6.csv"
"283","nm7",7,"ofv","minimum","2614.43708820051"
"284","nm7",7,"THETA1","estimate","8.15527"
"285","nm7",7,"THETA1","prse",NA
"286","nm7",7,"THETA1","se",NA
"287","nm7",7,"THETA2","estimate","23.3974"
"288","nm7",7,"THETA2","prse",NA
"289","nm7",7,"THETA2","se",NA
"290","nm7",7,"THETA3","estimate","0.0716254"
"291","nm7",7,"THETA3","prse",NA
"292","nm7",7,"THETA3","se",NA
"293","nm7",7,"THETA4","estimate","3.74877"
"294","nm7",7,"THETA4","prse",NA
"295","nm7",7,"THETA4","se",NA
"296","nm7",7,"THETA5","estimate","84.5844"
"297","nm7",7,"THETA5","prse",NA
"298","nm7",7,"THETA5","se",NA
"299","nm7",7,"THETA6","estimate","0.988161"
"300","nm7",7,"THETA6","prse",NA
"301","nm7",7,"THETA6","se",NA
"302","nm7",7,"THETA7","estimate","2.33554"
"303","nm7",7,"THETA7","prse",NA
"304","nm7",7,"THETA7","se",NA
"305","nm7",7,"OMEGA1.1","estimate","0.194079"
"306","nm7",7,"OMEGA1.1","prse",NA
"307","nm7",7,"OMEGA1.1","se",NA
"308","nm7",7,"OMEGA2.1","estimate","0"
"309","nm7",7,"OMEGA2.1","prse",NA
"310","nm7",7,"OMEGA2.1","se",NA
"311","nm7",7,"OMEGA2.2","estimate","0.141992"
"312","nm7",7,"OMEGA2.2","prse",NA
"313","nm7",7,"OMEGA2.2","se",NA
"314","nm7",7,"OMEGA3.1","estimate","0"
"315","nm7",7,"OMEGA3.1","prse",NA
"316","nm7",7,"OMEGA3.1","se",NA
"317","nm7",7,"OMEGA3.2","estimate","0"
"318","nm7",7,"OMEGA3.2","prse",NA
"319","nm7",7,"OMEGA3.2","se",NA
"320","nm7",7,"OMEGA3.3","estimate","0.0625289"
"321","nm7",7,"OMEGA3.3","prse",NA
"322","nm7",7,"OMEGA3.3","se",NA
"323","nm7",7,"SIGMA1.1","estimate","0.0597657"
"324","nm7",7,"SIGMA1.1","prse",NA
"325","nm7",7,"SIGMA1.1","se",NA
"326","nm7",7,"cov","status","0"
"327","nm7",7,"prob","text","7 phase1 2 CMT like 1004 but diff. initial on V3"
"328","nm7",7,"min","status","0"
"329","nm7",7,"data","filename","../data/7.csv"
"330","nm7",8,"ofv","minimum","2571.21162252383"
"331","nm7",8,"THETA1","estimate","8.2559"
"332","nm7",8,"THETA1","prse",NA
"333","nm7",8,"THETA1","se",NA
"334","nm7",8,"THETA2","estimate","18.9457"
"335","nm7",8,"THETA2","prse",NA
"336","nm7",8,"THETA2","se",NA
"337","nm7",8,"THETA3","estimate","0.0582451"
"338","nm7",8,"THETA3","prse",NA
"339","nm7",8,"THETA3","se",NA
"340","nm7",8,"THETA4","estimate","3.44221"
"341","nm7",8,"THETA4","prse",NA
"342","nm7",8,"THETA4","se",NA
"343","nm7",8,"THETA5","estimate","135.549"
"344","nm7",8,"THETA5","prse",NA
"345","nm7",8,"THETA5","se",NA
"346","nm7",8,"THETA6","estimate","0.972022"
"347","nm7",8,"THETA6","prse",NA
"348","nm7",8,"THETA6","se",NA
"349","nm7",8,"THETA7","estimate","1.72218"
"350","nm7",8,"THETA7","prse",NA
"351","nm7",8,"THETA7","se",NA
"352","nm7",8,"OMEGA1.1","estimate","0.248164"
"353","nm7",8,"OMEGA1.1","prse",NA
"354","nm7",8,"OMEGA1.1","se",NA
"355","nm7",8,"OMEGA2.1","estimate","0"
"356","nm7",8,"OMEGA2.1","prse",NA
"357","nm7",8,"OMEGA2.1","se",NA
"358","nm7",8,"OMEGA2.2","estimate","0.224053"
"359","nm7",8,"OMEGA2.2","prse",NA
"360","nm7",8,"OMEGA2.2","se",NA
"361","nm7",8,"OMEGA3.1","estimate","0"
"362","nm7",8,"OMEGA3.1","prse",NA
"363","nm7",8,"OMEGA3.1","se",NA
"364","nm7",8,"OMEGA3.2","estimate","0"
"365","nm7",8,"OMEGA3.2","prse",NA
"366","nm7",8,"OMEGA3.2","se",NA
"367","nm7",8,"OMEGA3.3","estimate","0.151887"
"368","nm7",8,"OMEGA3.3","prse",NA
"369","nm7",8,"OMEGA3.3","se",NA
"370","nm7",8,"SIGMA1.1","estimate","0.0813559"
"371","nm7",8,"SIGMA1.1","prse",NA
"372","nm7",8,"SIGMA1.1","se",NA
"373","nm7",8,"cov","status","0"
"374","nm7",8,"prob","text","8 phase1 2 CMT like 1004 but diff. initial on V3"
"375","nm7",8,"min","status","0"
"376","nm7",8,"data","filename","../data/8.csv"
"377","nm7",9,"ofv","minimum","2430.91087253179"
"378","nm7",9,"THETA1","estimate","7.43855"
"379","nm7",9,"THETA1","prse",NA
"380","nm7",9,"THETA1","se",NA
"381","nm7",9,"THETA2","estimate","19.6482"
"382","nm7",9,"THETA2","prse",NA
"383","nm7",9,"THETA2","se",NA
"384","nm7",9,"THETA3","estimate","0.0641284"
"385","nm7",9,"THETA3","prse",NA
"386","nm7",9,"THETA3","se",NA
"387","nm7",9,"THETA4","estimate","3.96225"
"388","nm7",9,"THETA4","prse",NA
"389","nm7",9,"THETA4","se",NA
"390","nm7",9,"THETA5","estimate","116.754"
"391","nm7",9,"THETA5","prse",NA
"392","nm7",9,"THETA5","se",NA
"393","nm7",9,"THETA6","estimate","1.08939"
"394","nm7",9,"THETA6","prse",NA
"395","nm7",9,"THETA6","se",NA
"396","nm7",9,"THETA7","estimate","1.84076"
"397","nm7",9,"THETA7","prse",NA
"398","nm7",9,"THETA7","se",NA
"399","nm7",9,"OMEGA1.1","estimate","0.179623"
"400","nm7",9,"OMEGA1.1","prse",NA
"401","nm7",9,"OMEGA1.1","se",NA
"402","nm7",9,"OMEGA2.1","estimate","0"
"403","nm7",9,"OMEGA2.1","prse",NA
"404","nm7",9,"OMEGA2.1","se",NA
"405","nm7",9,"OMEGA2.2","estimate","0.129217"
"406","nm7",9,"OMEGA2.2","prse",NA
"407","nm7",9,"OMEGA2.2","se",NA
"408","nm7",9,"OMEGA3.1","estimate","0"
"409","nm7",9,"OMEGA3.1","prse",NA
"410","nm7",9,"OMEGA3.1","se",NA
"411","nm7",9,"OMEGA3.2","estimate","0"
"412","nm7",9,"OMEGA3.2","prse",NA
"413","nm7",9,"OMEGA3.2","se",NA
"414","nm7",9,"OMEGA3.3","estimate","0.0954206"
"415","nm7",9,"OMEGA3.3","prse",NA
"416","nm7",9,"OMEGA3.3","se",NA
"417","nm7",9,"SIGMA1.1","estimate","0.07638"
"418","nm7",9,"SIGMA1.1","prse",NA
"419","nm7",9,"SIGMA1.1","se",NA
"420","nm7",9,"cov","status","0"
"421","nm7",9,"prob","text","9 phase1 2 CMT like 1004 but diff. initial on V3"
"422","nm7",9,"min","status","0"
"423","nm7",9,"data","filename","../data/9.csv"
"424","nm7",10,"ofv","minimum","3118.2268943906"
"425","nm7",10,"THETA1","estimate","7.7841"
"426","nm7",10,"THETA1","prse",NA
"427","nm7",10,"THETA1","se",NA
"428","nm7",10,"THETA2","estimate","22.2719"
"429","nm7",10,"THETA2","prse",NA
"430","nm7",10,"THETA2","se",NA
"431","nm7",10,"THETA3","estimate","0.0846467"
"432","nm7",10,"THETA3","prse",NA
"433","nm7",10,"THETA3","se",NA
"434","nm7",10,"THETA4","estimate","4.16895"
"435","nm7",10,"THETA4","prse",NA
"436","nm7",10,"THETA4","se",NA
"437","nm7",10,"THETA5","estimate","102.527"
"438","nm7",10,"THETA5","prse",NA
"439","nm7",10,"THETA5","se",NA
"440","nm7",10,"THETA6","estimate","1.05182"
"441","nm7",10,"THETA6","prse",NA
"442","nm7",10,"THETA6","se",NA
"443","nm7",10,"THETA7","estimate","1.44456"
"444","nm7",10,"THETA7","prse",NA
"445","nm7",10,"THETA7","se",NA
"446","nm7",10,"OMEGA1.1","estimate","0.155439"
"447","nm7",10,"OMEGA1.1","prse",NA
"448","nm7",10,"OMEGA1.1","se",NA
"449","nm7",10,"OMEGA2.1","estimate","0"
"450","nm7",10,"OMEGA2.1","prse",NA
"451","nm7",10,"OMEGA2.1","se",NA
"452","nm7",10,"OMEGA2.2","estimate","0.0228209"
"453","nm7",10,"OMEGA2.2","prse",NA
"454","nm7",10,"OMEGA2.2","se",NA
"455","nm7",10,"OMEGA3.1","estimate","0"
"456","nm7",10,"OMEGA3.1","prse",NA
"457","nm7",10,"OMEGA3.1","se",NA
"458","nm7",10,"OMEGA3.2","estimate","0"
"459","nm7",10,"OMEGA3.2","prse",NA
"460","nm7",10,"OMEGA3.2","se",NA
"461","nm7",10,"OMEGA3.3","estimate","0.109432"
"462","nm7",10,"OMEGA3.3","prse",NA
"463","nm7",10,"OMEGA3.3","se",NA
"464","nm7",10,"SIGMA1.1","estimate","0.0558837"
"465","nm7",10,"SIGMA1.1","prse",NA
"466","nm7",10,"SIGMA1.1","se",NA
"467","nm7",10,"cov","status","0"
"468","nm7",10,"prob","text","10 phase1 2 CMT like 1004 but diff. initial on V3"
"469","nm7",10,"min","status","0"
"470","nm7",10,"data","filename","../data/10.csv"
"471","nm7",11,"ofv","minimum","2620.87646946127"
"472","nm7",11,"THETA1","estimate","6.69042"
"473","nm7",11,"THETA1","prse",NA
"474","nm7",11,"THETA1","se",NA
"475","nm7",11,"THETA2","estimate","23.2896"
"476","nm7",11,"THETA2","prse",NA
"477","nm7",11,"THETA2","se",NA
"478","nm7",11,"THETA3","estimate","0.0757498"
"479","nm7",11,"THETA3","prse",NA
"480","nm7",11,"THETA3","se",NA
"481","nm7",11,"THETA4","estimate","4.05628"
"482","nm7",11,"THETA4","prse",NA
"483","nm7",11,"THETA4","se",NA
"484","nm7",11,"THETA5","estimate","113.39"
"485","nm7",11,"THETA5","prse",NA
"486","nm7",11,"THETA5","se",NA
"487","nm7",11,"THETA6","estimate","0.982136"
"488","nm7",11,"THETA6","prse",NA
"489","nm7",11,"THETA6","se",NA
"490","nm7",11,"THETA7","estimate","2.51037"
"491","nm7",11,"THETA7","prse",NA
"492","nm7",11,"THETA7","se",NA
"493","nm7",11,"OMEGA1.1","estimate","0.143878"
"494","nm7",11,"OMEGA1.1","prse",NA
"495","nm7",11,"OMEGA1.1","se",NA
"496","nm7",11,"OMEGA2.1","estimate","0"
"497","nm7",11,"OMEGA2.1","prse",NA
"498","nm7",11,"OMEGA2.1","se",NA
"499","nm7",11,"OMEGA2.2","estimate","0.0969622"
"500","nm7",11,"OMEGA2.2","prse",NA
"501","nm7",11,"OMEGA2.2","se",NA
"502","nm7",11,"OMEGA3.1","estimate","0"
"503","nm7",11,"OMEGA3.1","prse",NA
"504","nm7",11,"OMEGA3.1","se",NA
"505","nm7",11,"OMEGA3.2","estimate","0"
"506","nm7",11,"OMEGA3.2","prse",NA
"507","nm7",11,"OMEGA3.2","se",NA
"508","nm7",11,"OMEGA3.3","estimate","0.106395"
"509","nm7",11,"OMEGA3.3","prse",NA
"510","nm7",11,"OMEGA3.3","se",NA
"511","nm7",11,"SIGMA1.1","estimate","0.0598421"
"512","nm7",11,"SIGMA1.1","prse",NA
"513","nm7",11,"SIGMA1.1","se",NA
"514","nm7",11,"cov","status","0"
"515","nm7",11,"prob","text","11 phase1 2 CMT like 1004 but diff. initial on V3"
"516","nm7",11,"min","status","0"
"517","nm7",11,"data","filename","../data/11.csv"
"518","nm7",12,"ofv","minimum","2287.1824214987"
"519","nm7",12,"THETA1","estimate","8.15952"
"520","nm7",12,"THETA1","prse",NA
"521","nm7",12,"THETA1","se",NA
"522","nm7",12,"THETA2","estimate","21.6188"
"523","nm7",12,"THETA2","prse",NA
"524","nm7",12,"THETA2","se",NA
"525","nm7",12,"THETA3","estimate","0.0690251"
"526","nm7",12,"THETA3","prse",NA
"527","nm7",12,"THETA3","se",NA
"528","nm7",12,"THETA4","estimate","4.67231"
"529","nm7",12,"THETA4","prse",NA
"530","nm7",12,"THETA4","se",NA
"531","nm7",12,"THETA5","estimate","137.086"
"532","nm7",12,"THETA5","prse",NA
"533","nm7",12,"THETA5","se",NA
"534","nm7",12,"THETA6","estimate","1.00373"
"535","nm7",12,"THETA6","prse",NA
"536","nm7",12,"THETA6","se",NA
"537","nm7",12,"THETA7","estimate","1.90202"
"538","nm7",12,"THETA7","prse",NA
"539","nm7",12,"THETA7","se",NA
"540","nm7",12,"OMEGA1.1","estimate","0.246811"
"541","nm7",12,"OMEGA1.1","prse",NA
"542","nm7",12,"OMEGA1.1","se",NA
"543","nm7",12,"OMEGA2.1","estimate","0"
"544","nm7",12,"OMEGA2.1","prse",NA
"545","nm7",12,"OMEGA2.1","se",NA
"546","nm7",12,"OMEGA2.2","estimate","0.0744925"
"547","nm7",12,"OMEGA2.2","prse",NA
"548","nm7",12,"OMEGA2.2","se",NA
"549","nm7",12,"OMEGA3.1","estimate","0"
"550","nm7",12,"OMEGA3.1","prse",NA
"551","nm7",12,"OMEGA3.1","se",NA
"552","nm7",12,"OMEGA3.2","estimate","0"
"553","nm7",12,"OMEGA3.2","prse",NA
"554","nm7",12,"OMEGA3.2","se",NA
"555","nm7",12,"OMEGA3.3","estimate","0.105957"
"556","nm7",12,"OMEGA3.3","prse",NA
"557","nm7",12,"OMEGA3.3","se",NA
"558","nm7",12,"SIGMA1.1","estimate","0.0738146"
"559","nm7",12,"SIGMA1.1","prse",NA
"560","nm7",12,"SIGMA1.1","se",NA
"561","nm7",12,"cov","status","0"
"562","nm7",12,"prob","text","12 phase1 2 CMT like 1004 but diff. initial on V3"
"563","nm7",12,"min","status","0"
"564","nm7",12,"data","filename","../data/12.csv"
"565","nm7",13,"ofv","minimum","2540.08421844685"
"566","nm7",13,"THETA1","estimate","9.49705"
"567","nm7",13,"THETA1","prse",NA
"568","nm7",13,"THETA1","se",NA
"569","nm7",13,"THETA2","estimate","25.5126"
"570","nm7",13,"THETA2","prse",NA
"571","nm7",13,"THETA2","se",NA
"572","nm7",13,"THETA3","estimate","0.0774707"
"573","nm7",13,"THETA3","prse",NA
"574","nm7",13,"THETA3","se",NA
"575","nm7",13,"THETA4","estimate","5.74702"
"576","nm7",13,"THETA4","prse",NA
"577","nm7",13,"THETA4","se",NA
"578","nm7",13,"THETA5","estimate","124.147"
"579","nm7",13,"THETA5","prse",NA
"580","nm7",13,"THETA5","se",NA
"581","nm7",13,"THETA6","estimate","0.760961"
"582","nm7",13,"THETA6","prse",NA
"583","nm7",13,"THETA6","se",NA
